name,country,latitude,longitude,Street Adress,price_level,rating,user_ratings_total,province,state
Subway,US,35.05265,-85.183563,"2253 Olan Mills Dr, Chattanooga, TN 37421",1.0,3.6,1132.0, Chattanooga,TN
Subway,US,36.528029,-84.493526,"20483 Alberta St, Oneida, TN 37841",1.0,4.2,181.0, Oneida,TN
Burger King,US,29.045905,-81.304684,"1032 N Woodland Blvd, DeLand, FL 32720",1.0,3.0,717.0, DeLand,FL
Krystal,US,30.288609,-81.575404,"8151 Beach Blvd, Jacksonville, FL 32216",1.0,4.2,354.0, Jacksonville,FL
Krystal,US,30.411963,-86.655447,"164 Mary Esther Blvd, Mary Esther, FL 32569",1.0,3.8,625.0, Mary Esther,FL
Krystal,US,27.996585,-82.486845,"2625 W Hillsborough Ave, Tampa, FL 33614",1.0,4.3,375.0, Tampa,FL
Krystal,US,28.05535200000001,-81.949988,"730 East Memorial Blvd, Lakeland, FL 33801",1.0,3.5,1905.0, Lakeland,FL
Krystal,US,28.304048,-81.435932,"3250 West Vine Street, Kissimmee, FL 34741",1.0,4.1,480.0, Kissimmee,FL
Krystal,US,30.34873300000001,-81.653272,"2023 N Main Street, Jacksonville, FL 32206",1.0,3.3,1483.0, Jacksonville,FL
Krystal,US,29.168328,-82.16537,"2420 SW College Rd, Ocala, FL 34474",2.0,4.8,66.0, Ocala,FL
Krystal,US,35.200767,-87.047336,"1121 W College St, Pulaski, TN 38478",1.0,3.9,38.0, Pulaski,TN
Krystal,US,35.06501,-85.31222700000002,"307 Cherokee Blvd, Chattanooga, TN 37405",1.0,3.6,633.0, Chattanooga,TN
Krystal,US,35.82311,-83.57673299999998,"2041 Parkway, Pigeon Forge, TN 37863",1.0,3.6,1887.0, Pigeon Forge,TN
Krystal,US,35.84915200000001,-86.399326,"535 NW Broad St, Murfreesboro, TN 37130",2.0,3.8,1085.0, Murfreesboro,TN
Krystal,US,36.163609,-84.085236,"2244 N Charles G Sievers Blvd, Clinton, TN 37716",1.0,3.7,739.0, Clinton,TN
Krystal,US,36.212499,-83.297104,"434 W 1st North St, Morristown, TN 37814",1.0,3.6,649.0, Morristown,TN
Krystal,US,35.914131,-84.079555,"8901 Kingston Pike, Knoxville, TN 37923",1.0,3.6,985.0, Knoxville,TN
Krystal,US,36.387385,-86.451787,"261 W Broadway St, Gallatin, TN 37066",1.0,3.2,956.0, Gallatin,TN
Krystal,US,36.216655,-86.329899,"1423 West Main Street, Lebanon, TN 37087",1.0,3.7,411.0, Lebanon,TN
Krystal,US,36.322855,-86.707047,"401 Cartwright St, Goodlettsville, TN 37072",1.0,3.6,1148.0, Goodlettsville,TN
Krystal,US,36.25448,-86.71513399999998,"807 Gallatin Pike S, Madison, TN 37115",1.0,3.8,1411.0, Madison,TN
Krystal,US,35.758114,-83.9921,"303 Whitecrest Dr, Maryville, TN 37801",1.0,3.9,1164.0, Maryville,TN
Krystal,US,35.868284,-83.568179,"125 Fork Of River Pkwy, Sevierville, TN 37862",1.0,3.8,1264.0, Sevierville,TN
Krystal,US,33.750813,-84.721693,"5716 Fairburn Rd, Douglasville, GA 30134",1.0,3.3,1451.0, Douglasville,GA
Krystal,US,35.21676,-86.098787,"2540 Decherd Blvd, Decherd, TN 37324",1.0,3.7,689.0, Decherd,TN
Bojangles,US,35.026886,-79.052482,"7661 Raeford Road, Fayetteville, NC 28304",1.0,3.8,555.0, Fayetteville,NC
Bojangles,US,35.2826,-81.556032,"803 West Dixon Blvd, Shelby, NC 28152",1.0,3.7,714.0, Shelby,NC
Bojangles,US,34.011804,-81.042404,"930 Elmwood Ave, Columbia, SC 29201",1.0,3.5,1366.0, Columbia,SC
Subway,US,47.19175,-122.409493,"1407 E 72nd St, Tacoma, WA 98404",1.0,3.9,1720.0, Tacoma,WA
Subway,US,43.225649,-75.48743499999998,"1213 Erie Blvd W, Rome, NY 13440",1.0,4.2,984.0, Rome,NY
Subway,US,40.622718,-74.025413,"8421 5th Ave, Brooklyn, NY 11209",2.0,4.0,336.0, Brooklyn,NY
Subway,US,40.612944,-73.912249,"6165 Strickland Ave, Brooklyn, NY 11234",2.0,4.2,390.0, Brooklyn,NY
Subway,US,40.897993,-73.86726,"4280 Katonah Ave, Bronx, NY 10470",2.0,3.5,131.0, Bronx,NY
Subway,US,42.665166,-73.79057,"1066 Madison Ave, Albany, NY 12208",1.0,4.0,11.0, Albany,NY
Subway,US,42.894841,-78.511352,"12765 Broadway St, Alden, NY 14004",1.0,3.3,439.0, Alden,NY
Steak 'n Shake,US,34.072866999999995,-83.984248,"3370 Buford Dr, Buford, GA 30519",2.0,4.5,1603.0, Buford,GA
Waffle House,US,40.08079,-82.92125899999998,"3385 E Dublin Granville Rd, Westerville, OH 43081",1.0,4.0,1301.0, Westerville,OH
Waffle House,US,39.359042,-84.26746800000002,"5377 Beach Blvd, Mason, OH 45040",1.0,4.2,1089.0, Mason,OH
Waffle House,US,39.696294,-84.101907,"4382 Indian Ripple Rd, Dayton, OH 45440",1.0,4.0,532.0, Dayton,OH
Waffle House,US,39.844633,-84.424842,"780 Arlington Rd, Brookville, OH 45309",1.0,4.4,822.0, Brookville,OH
Boston Market,US,41.805463,-72.557834,"1542 Pleasant Valley Rd, Manchester, CT 6042",1.0,3.2,788.0, Manchester,CT
Boston Market,US,34.427775,-118.537468,"26543 Bouquet Canyon Rd, Santa Clarita, CA 91350",1.0,2.1,67.0, Santa Clarita,CA
Boston Market,US,34.200962,-118.448431,"14480 Sherman Way, Van Nuys, CA 91405",1.0,3.8,634.0, Van Nuys,CA
Boston Market,US,33.478164,-111.926575,"2712 N Scottsdale Rd, Scottsdale, AZ 85257",1.0,4.1,484.0, Scottsdale,AZ
Taco Bueno,US,37.69266500000001,-97.299392,"427 N Hillside St, Wichita, KS 67214",1.0,4.1,763.0, Wichita,KS
Subway,US,30.893779,-83.319907,"4593 N Valdosta Rd, Valdosta, GA 31602",2.0,4.5,536.0, Valdosta,GA
Subway,US,30.785286,-83.572137,"1302 W Screven St, Quitman, GA 31643",1.0,4.3,149.0, Quitman,GA
Subway,US,35.493517,-97.596452,"4227 NW 23rd St, Oklahoma City, OK 73107",2.0,3.3,218.0, Oklahoma City,OK
Subway,US,36.289447,-97.324031,"2812 W Fir St, Perry, OK 73077",1.0,3.3,1196.0, Perry,OK
Subway,US,36.900693,-94.877461,"2240 N Main St, Miami, OK 74354",1.0,4.3,1155.0, Miami,OK
Subway,US,35.319871,-97.493339,"2100 Riverwalk Dr, Oklahoma City, OK 73160",1.0,4.5,1716.0, Oklahoma City,OK
Subway,US,33.984452000000005,-118.394607,"187 Fox Hills Mall, Culver City, CA 90230",2.0,4.3,2622.0, Culver City,CA
Subway,US,38.56098,-121.734688,"1300 E Covell Blvd, Davis, CA 95616",1.0,3.5,34.0, Davis,CA
Subway,US,33.615869,-117.900471,"301 E Coast Hwy, Newport Beach, CA 92660",2.0,4.3,241.0, Newport Beach,CA
Taco Bueno,US,30.319089,-95.481156,"2121 W Davis St, Conroe, TX 77304",2.0,4.4,1067.0, Conroe,TX
Taco Bueno,US,36.16076,-95.892905,"7436 E Admiral Pl, Tulsa, OK 74115",1.0,3.6,1180.0, Tulsa,OK
Taco Bueno,US,32.794348,-97.055778,"2630 N State Highway 360, Grand Prairie, TX 75050",1.0,3.6,655.0, Grand Prairie,TX
Taco Bueno,US,32.94552,-96.685192,"2113 E Belt Line Rd, Richardson, TX 75081",2.0,4.5,230.0, Richardson,TX
Taco Bueno,US,32.900201,-96.463424,"609 White Hills Dr, Rockwall, TX 75087",1.0,3.5,481.0, Rockwall,TX
Taco Bueno,US,32.768568,-96.624217,"1723 W Scyene Rd, Mesquite, TX 75149",1.0,4.0,1412.0, Mesquite,TX
Taco Bueno,US,32.810431,-96.616262,"1336 N Town East Blvd, Mesquite, TX 75150",1.0,3.8,862.0, Mesquite,TX
Taco Bueno,US,32.90889,-96.770346,"7940 Forest Ln, Dallas, TX 75230",1.0,3.8,544.0, Dallas,TX
Taco Bueno,US,32.931377000000005,-96.812025,"13443 Montfort Dr, Dallas, TX 75240",1.0,3.7,427.0, Dallas,TX
Taco Bueno,US,33.863543,-98.535882,"4417 Kemp Blvd, Wichita Falls, TX 76308",2.0,4.2,1108.0, Wichita Falls,TX
Bojangles,US,32.433524,-80.71179000000002,"109 Robert Smalls Pkwy, Beaufort, SC 29906",1.0,3.7,742.0, Beaufort,SC
Bojangles,US,36.302524,-82.455268,"1196 East Jackson Blvd, Jonesborough, TN 37659",1.0,4.2,407.0, Jonesborough,TN
Bojangles,US,35.821548,-84.269667,"301 Market Drive, Lenoir City, TN 37771",1.0,3.9,506.0, Lenoir City,TN
Bojangles,US,36.80945,-76.358526,"3927 Victory Blvd, Portsmouth, VA 23701",1.0,3.9,1097.0, Portsmouth,VA
Bojangles,US,37.071603,-76.493955,"12441 Warwick Blvd, Newport News, VA 23606",1.0,3.4,749.0, Newport News,VA
Bojangles,US,34.719619,-81.639211,"534 Rice Ave, Union, SC 29379",1.0,3.8,411.0, Union,SC
Bojangles,US,32.894794,-79.923733,"2514 Clements Ferry Road, Charleston, SC 29492",2.0,4.5,319.0, Charleston,SC
Whataburger,US,32.750332,-97.724647,"4915 E Interstate 20, Weatherford, TX 76087",1.0,4.4,493.0, Weatherford,TX
Whataburger,US,33.87679,-98.547802,"3404 Mcniel Ave, Wichita Falls, TX 76308",1.0,4.2,1808.0, Wichita Falls,TX
Whataburger,US,31.60335,-97.101451,"950 N Loop 340, Waco, TX 76705",1.0,4.0,432.0, Waco,TX
Whataburger,US,32.329814,-95.290528,"1739 S Beckham Ave, Tyler, TX 75701",1.0,4.4,1445.0, Tyler,TX
Whataburger,US,28.805734,-96.999285,"509 E Rio Grande St, Victoria, TX 77901",2.0,4.2,351.0, Victoria,TX
Five Guys,US,26.235329,-80.22291700000002,"7268 W Atlantic Blvd, Pompano Beach, FL 33063",1.0,4.1,243.0, Pompano Beach,FL
Taco Bueno,US,33.000362,-96.884071,"1945 E Frankford Rd, Carrollton, TX 75007",1.0,4.4,789.0, Carrollton,TX
Subway,US,42.627711,-88.62279000000002,"1741 E Geneva St, Delavan, WI 53115",1.0,3.1,783.0, Delavan,WI
Subway,US,44.841086,-91.524425,"4304 Jeffers Rd, Eau Claire, WI 54703",1.0,3.7,137.0, Eau Claire,WI
Subway,US,43.282614,-87.987201,"W62n202 Washington Ave, Cedarburg, WI 53012",1.0,4.5,95.0, Cedarburg,WI
Subway,US,45.3218,-91.659426,"817 Dallas St, Chetek, WI 54728",1.0,4.1,136.0, Chetek,WI
Waffle House,US,34.111108,-83.874827,"7415 Spout Springs Rd, Flowery Branch, GA 30542",1.0,3.0,5.0, Flowery Branch,GA
Boston Market,US,39.277705,-76.83438699999998,"9380 Baltimore National Pike, Ellicott City, MD 21042",2.0,4.5,1142.0, Ellicott City,MD
Boston Market,US,39.418888,-77.45781,"1350 W Patrick St, Frederick, MD 21703",2.0,4.2,952.0, Frederick,MD
Boston Market,US,35.51211400000001,-82.526845,"1644 Hendersonville Rd, Asheville, NC 28803",2.0,4.5,446.0, Asheville,NC
Arby's,US,39.022217,-96.818939,"720 E Chestnut St, Junction City, KS 66441",1.0,4.1,867.0, Junction City,KS
Arby's,US,37.227266,-95.707012,"423 North Pennsylvania, Independence, KS 67301",1.0,4.0,478.0, Independence,KS
Arby's,US,32.337175,-111.05709,"4299 W Ina Rd, Tucson, AZ 85741",1.0,4.2,240.0, Tucson,AZ
Arby's,US,32.134322999999995,-110.997199,"1530 W Valencia Rd, Tucson, AZ 85746",1.0,4.2,572.0, Tucson,AZ
Arby's,US,34.477558,-110.084676,"875 N Main St, Taylor, AZ 85939",1.0,4.0,478.0, Taylor,AZ
Arby's,US,33.466232,-111.922231,"7350 E McDowell Rd, Scottsdale, AZ 85257",1.0,4.1,651.0, Scottsdale,AZ
Arby's,US,31.555069,-110.278089,"1999 E Fry Blvd, Sierra Vista, AZ 85635",1.0,4.1,1003.0, Sierra Vista,AZ
Arby's,US,32.207035,-110.837469,"7285 E 22nd St, Tucson, AZ 85710",1.0,4.2,739.0, Tucson,AZ
Arby's,US,33.480706,-111.998419,"3826 E Thomas Rd, Phoenix, AZ 85018",2.0,4.0,567.0, Phoenix,AZ
Arby's,US,33.377368,-112.070873,"119 E Baseline Rd, Phoenix, AZ 85040",1.0,4.0,766.0, Phoenix,AZ
Arby's,US,33.376815,-111.688373,"2130 S Power Rd, Mesa, AZ 85209",1.0,3.8,1847.0, Mesa,AZ
Arby's,US,34.468086,-114.340307,"240 Swanson Ave, Lake Havasu City, AZ 86403",1.0,4.2,742.0, Lake Havasu City,AZ
Arby's,US,33.600633,-111.980157,"12440 N Tatum Blvd, Phoenix, AZ 85032",1.0,4.1,407.0, Phoenix,AZ
Arby's,US,33.41607800000001,-111.685265,"6740 E Main St, Mesa, AZ 85205",1.0,3.9,1076.0, Mesa,AZ
Arby's,US,33.568985,-111.709233,"17224 E Shea Blvd, Fountain Hills, AZ 85268",1.0,4.2,922.0, Fountain Hills,AZ
Subway,US,35.343143,-82.55013000000002,"3772 Brevard Rd, Horse Shoe, NC 28742",1.0,4.3,95.0, Horse Shoe,NC
Subway,US,35.208685,-81.164949,"3284 Union Rd, Gastonia, NC 28056",2.0,4.3,571.0, Gastonia,NC
Burger King,US,44.450394,-95.771693,"1229 E College Dr, Marshall, MN 56258",1.0,4.2,222.0, Marshall,MN
McDonald's,US,35.257,-112.191842,"805 N Grand Canyon Blvd, Williams, AZ 86046",1.0,3.7,2267.0, Williams,AZ
Burger King,US,45.166263,-93.266177,"10861 University Ave NE, Minneapolis, MN 55434",1.0,2.9,633.0, Minneapolis,MN
Burger King,US,45.569641,-93.58621,"108 9th Avenue Cir S, Princeton, MN 55371",1.0,4.1,356.0, Princeton,MN
Burger King,US,44.82680300000001,-93.280057,"100 W 98th St, Minneapolis, MN 55420",1.0,3.3,484.0, Minneapolis,MN
Burger King,US,44.892982,-93.033424,"100 Grand Ave E, South Saint Paul, MN 55075",1.0,3.3,563.0, South Saint Paul,MN
Burger King,US,46.876058,-96.747416,"100 21st St N, Moorhead, MN 56560",1.0,3.5,423.0, Moorhead,MN
McDonald's,US,33.971666,-112.725207,"370 E Wickenburg Way, Wickenburg, AZ 85390",1.0,3.6,3241.0, Wickenburg,AZ
McDonald's,US,32.191204,-110.7904,"9490 E Golf Links Rd, Tucson, AZ 85730",1.0,3.6,811.0, Tucson,AZ
McDonald's,US,33.638752000000004,-112.355201,"13770 W Bell Rd, Surprise, AZ 85374",1.0,3.5,967.0, Surprise,AZ
McDonald's,US,32.267251,-110.893249,"3315 N Swan Rd, Tucson, AZ 85712",1.0,3.5,928.0, Tucson,AZ
McDonald's,US,32.235881,-110.910004,"3856 E Speedway Blvd, Tucson, AZ 85716",2.0,4.5,577.0, Tucson,AZ
McDonald's,US,32.381356,-111.047645,"3800 W Linda Vista Blvd, Tucson, AZ 85742",1.0,3.3,639.0, Tucson,AZ
McDonald's,US,32.251125,-111.015037,"2250 W Ironwood Hill Dr, Tucson, AZ 85745",1.0,3.4,1451.0, Tucson,AZ
McDonald's,US,32.236540000000005,-110.946007,"1711 E Speedway Blvd, Tucson, AZ 85719",1.0,3.9,1085.0, Tucson,AZ
McDonald's,US,33.378656,-111.928668,"5144 S Rural Rd, Tempe, AZ 85282",2.0,4.0,791.0, Tempe,AZ
McDonald's,US,33.327487,-111.96308,"9955 S Priest Dr, Tempe, AZ 85284",2.0,4.6,1457.0, Tempe,AZ
McDonald's,US,33.406786,-111.958707,"1325 W Broadway Rd, Tempe, AZ 85282",1.0,3.4,2024.0, Tempe,AZ
McDonald's,US,33.582458,-111.881603,"9251 E Shea Blvd, Scottsdale, AZ 85260",2.0,4.6,370.0, Scottsdale,AZ
McDonald's,US,33.638154,-112.277091,"10040 W Bell Rd, Sun City, AZ 85351",1.0,3.8,1309.0, Sun City,AZ
McDonald's,US,31.554576,-110.279391,"1802 E Fry Blvd, Sierra Vista, AZ 85635",1.0,3.5,2003.0, Sierra Vista,AZ
McDonald's,US,34.198953,-110.017716,"5401 S White Mountain Rd, Show Low, AZ 85901",1.0,4.3,497.0, Show Low,AZ
McDonald's,US,33.538552,-111.883811,"9140 E Indian Bend Rd, Scottsdale, AZ 85250",1.0,3.1,108.0, Scottsdale,AZ
McDonald's,US,34.250356,-110.028605,"225 N White Mountain Rd, Show Low, AZ 85901",2.0,4.3,710.0, Show Low,AZ
McDonald's,US,34.863333000000004,-111.80161499999998,"2380 W Highway 89a, Sedona, AZ 86336",1.0,3.9,1776.0, Sedona,AZ
Hardee's,US,35.213156,-84.869776,"110 Bernham Dr NW, Cleveland, TN 37312",1.0,3.9,588.0, Cleveland,TN
Boston Market,US,29.737651,-95.504136,"7616 Westheimer Rd, Houston, TX 77063",1.0,4.7,431.0, Houston,TX
Boston Market,US,29.689257,-95.458159,"4672 Beechnut St, Houston, TX 77096",1.0,4.2,871.0, Houston,TX
Boston Market,US,29.909558,-95.584175,"9460 Jones Rd, Houston, TX 77065",1.0,4.5,1011.0, Houston,TX
Panda Express,US,45.717233,-122.652003,"13307 NE Highway 99, Vancouver, WA 98665",1.0,3.5,230.0, Vancouver,WA
Burger King,US,26.576076,-80.054234,"1001 S Dixie Hwy, Lake Worth, FL 33462",2.0,4.4,655.0, Lake Worth,FL
Burger King,US,27.21007800000001,-81.847515,"1016 E Oak St, Arcadia, FL 34266",1.0,3.8,724.0, Arcadia,FL
Burger King,US,28.937775,-81.943735,"1007 Bichara Blvd, Lady Lake, FL 32159",1.0,3.2,454.0, Lady Lake,FL
Arby's,US,38.874678,-104.815358,"328 E Fillmore St, Colorado Springs, CO 80907",1.0,4.1,828.0, Colorado Springs,CO
Arby's,US,38.851725,-104.757808,"1312 N Academy Blvd, Colorado Springs, CO 80909",1.0,3.9,1434.0, Colorado Springs,CO
Arby's,US,39.596381,-104.887213,"6626 South Yosemite Court, Englewood, CO 80111",1.0,3.9,504.0, Englewood,CO
Arby's,US,34.131646,-117.895856,"700 E Alosta Ave, Azusa, CA 91702",1.0,4.8,159.0, Azusa,CA
Arby's,US,34.088341,-117.907391,"402 N Azusa Ave, Covina, CA 91722",1.0,4.2,600.0, Covina,CA
Arby's,US,38.116224,-122.255252,"3201 Sonoma Blvd, Vallejo, CA 94590",2.0,4.3,250.0, Vallejo,CA
Arby's,US,38.625412,-121.498456,"3291 Truxel Rd Ste C, Sacramento, CA 95833",1.0,2.3,144.0, Sacramento,CA
Subway,US,39.721976,-86.101685,"42 N 17th Ave, Beech Grove, IN 46107",2.0,4.4,825.0, Beech Grove,IN
Subway,US,38.41167100000001,-86.93795300000002,"2506 Newton St, Jasper, IN 47546",1.0,3.6,159.0, Jasper,IN
Subway,US,34.563092,-92.336634,"20501 Arch St, Little Rock, AR 72206",1.0,3.8,84.0, Little Rock,AR
Subway,US,34.744844,-92.40608,"1111 S Bowman Rd, Little Rock, AR 72211",1.0,4.3,916.0, Little Rock,AR
Panera Bread,US,36.144075,-86.813383,"2829 West End Ave, Nashville, TN 37203",1.0,3.4,560.0, Nashville,TN
Panera Bread,US,37.167113,-80.42309300000002,"2610 N Franklin Street, Christiansburg, VA 24073",2.0,3.2,307.0, Christiansburg,VA
Panera Bread,US,40.763049,-84.148165,"2330 Elida Road, Lima, OH 45805",2.0,4.1,404.0, Lima,OH
Panera Bread,US,35.376584,-77.939256,"802 North Berkeley Boulevard, Goldsboro, NC 27534",2.0,4.2,631.0, Goldsboro,NC
Jimmy John's,US,43.034786,-88.049491,"10919 W Bluemound Rd, Milwaukee, WI 53226",2.0,4.3,2379.0, Milwaukee,WI
Subway,US,32.776143,-117.154311,"5608 Mission Center Rd, San Diego, CA 92108",1.0,4.0,283.0, San Diego,CA
Subway,US,37.88988,-122.298943,"900 San Pablo Ave, Albany, CA 94706",1.0,4.7,205.0, Albany,CA
Panda Express,US,37.784791,-122.407185,"865 Market St, San Francisco, CA 94103",3.0,4.3,3012.0, San Francisco,CA
Subway,US,29.75644,-95.367738,"805 Dallas St, Houston, TX 77002",2.0,4.0,177.0, Houston,TX
Subway,US,29.72370200000001,-95.419112,"5404 Kirby Dr, Houston, TX 77005",2.0,4.4,148.0, Houston,TX
Subway,US,29.659316,-95.508549,"11096 Fondren Rd, Houston, TX 77096",1.0,3.8,306.0, Houston,TX
El Pollo Loco,US,36.03708,-114.990853,"274 W Lake Mead Pkwy, Henderson, NV 89015",1.0,3.9,891.0, Henderson,NV
Jimmy John's,US,42.26025,-85.589617,"3116 S Westnedge Ave, Kalamazoo, MI 49008",1.0,3.9,337.0, Kalamazoo,MI
Pizza Hut,US,42.886123,-85.62619000000002,"4257 Kalamazoo Ave SE, Grand Rapids, MI 49508",1.0,3.8,464.0, Grand Rapids,MI
Pizza Hut,US,42.913091,-85.511043,"6390 28th St SE, Grand Rapids, MI 49546",1.0,4.5,1186.0, Grand Rapids,MI
Subway,US,41.676695,-83.681827,"5842 W Central Ave, Toledo, OH 43615",2.0,4.5,1025.0, Toledo,OH
Subway,US,39.684015,-83.939423,"572 W Main St, Xenia, OH 45385",1.0,3.8,269.0, Xenia,OH
Subway,US,41.23798,-81.877027,"5321 Center Rd, Brunswick, OH 44212",1.0,4.1,60.0, Brunswick,OH
Subway,US,40.548701,-82.844677,"506a W Marion Rd, Mount Gilead, OH 43338",1.0,4.3,201.0, Mount Gilead,OH
Subway,US,40.795078,-81.434197,"4721 Tuscarawas St W, Canton, OH 44708",1.0,3.7,1835.0, Canton,OH
Subway,US,34.004844,-81.033376,"1421 Sumter St, Columbia, SC 29201",1.0,4.8,58.0, Columbia,SC
Subway,US,34.699405,-82.752329,"1280 Eighteen Mile Rd, Central, SC 29630",1.0,4.3,677.0, Central,SC
Subway,US,33.684688,-78.92227700000002,"1100 Jet Port Rd, Myrtle Beach, SC 29577",1.0,4.2,262.0, Myrtle Beach,SC
Subway,US,34.701822,-82.478311,"1101 Highway 86, Piedmont, SC 29673",1.0,4.1,148.0, Piedmont,SC
Subway,US,33.456407,-112.274322,"900 N 99th Ave, Avondale, AZ 85323",1.0,3.5,170.0, Avondale,AZ
Subway,US,29.516969,-98.499215,"7400 San Pedro Ave, San Antonio, TX 78216",1.0,3.9,1994.0, San Antonio,TX
Subway,US,41.351769,-81.385315,"7725 Market Place Dr, Aurora, OH 44202",1.0,3.6,35.0, Aurora,OH
Subway,US,40.797895,-81.844461,"7170 E Lincoln Way, Wooster, OH 44691",1.0,3.4,14.0, Wooster,OH
Subway,US,39.217414,-84.548969,"6836 Hamilton Ave, Cincinnati, OH 45224",1.0,3.2,1395.0, Cincinnati,OH
Subway,US,39.926986,-82.82929,"6347 Tussing Rd, Reynoldsburg, OH 43068",1.0,3.7,54.0, Reynoldsburg,OH
Subway,US,41.38233,-81.77987900000002,"6641 Pearl Rd, Cleveland, OH 44130",1.0,3.9,100.0, Cleveland,OH
Subway,US,41.312568,-81.726857,"6023 Royalton Rd, North Royalton, OH 44133",1.0,3.5,88.0, North Royalton,OH
Subway,US,39.259189,-84.79607800000002,"608 Ring Rd, Harrison, OH 45030",2.0,4.4,2656.0, Harrison,OH
Subway,US,41.534852,-83.783101,"5903 Weckerly Rd, Whitehouse, OH 43571",1.0,3.7,159.0, Whitehouse,OH
Subway,US,39.720165,-82.211421,"140 W Broadway St, New Lexington, OH 43764",2.0,4.4,436.0, New Lexington,OH
Subway,US,39.940888,-83.832643,"1386 W 1st St, Springfield, OH 45504",1.0,4.2,567.0, Springfield,OH
Subway,US,41.028333,-80.631536,"1300 Doral Dr, Youngstown, OH 44514",1.0,4.3,1448.0, Youngstown,OH
Subway,US,39.911661,-82.77914799999998,"1164 Hill Rd N, Pickerington, OH 43147",1.0,4.1,124.0, Pickerington,OH
Subway,US,34.00942,-85.043112,"1400 N Piedmont Ave, Rockmart, GA 30153",1.0,4.1,827.0, Rockmart,GA
Pizza Hut,US,41.648015,-95.33893,"2214 Lincoln Ave, Harlan, IA 51537",1.0,3.5,132.0, Harlan,IA
Subway,US,34.260517,-85.167731,"818 Turner Mccall Blvd SW, Rome, GA 30161",2.0,3.8,1485.0, Rome,GA
Subway,US,33.962931,-84.207303,"3230 Medlock Bridge Rd, Peachtree Corners, GA 30092",1.0,4.4,288.0, Peachtree Corners,GA
Subway,US,31.603923,-83.250291,"802 N Irwin Ave, Ocilla, GA 31774",1.0,4.0,50.0, Ocilla,GA
Subway,US,33.950419000000004,-84.55025699999999,"85 Powder Springs St, Marietta, GA 30064",2.0,4.5,816.0, Marietta,GA
Subway,US,33.09945,-83.246563,"1692 N Columbia St, Milledgeville, GA 31061",1.0,4.0,628.0, Milledgeville,GA
Subway,US,34.185109000000004,-90.588962,"1000 S State St, Clarksdale, MS 38614",1.0,4.1,299.0, Clarksdale,MS
Subway,US,33.556208000000005,-83.189489,"2280 S Main St, Greensboro, GA 30642",1.0,3.8,398.0, Greensboro,GA
Subway,US,33.295471,-83.388788,"201 Walmart Dr, Eatonton, GA 31024",1.0,3.8,90.0, Eatonton,GA
Subway,US,33.818054,-84.811134,"4811 Ridge Rd, Douglasville, GA 30134",1.0,2.8,215.0, Douglasville,GA
Subway,US,33.669315999999995,-84.040607,"1620 Dogwood Dr SW, Conyers, GA 30012",1.0,4.2,115.0, Conyers,GA
Subway,US,31.963673,-83.774534,"619 E 16th Ave, Cordele, GA 31015",1.0,4.0,386.0, Cordele,GA
Subway,US,40.642662,-73.979786,"93 Church Ave, Brooklyn, NY 11218",1.0,3.8,63.0, Brooklyn,NY
Subway,US,40.643839,-73.95786899999997,"1092 Flatbush Ave, Brooklyn, NY 11226",2.0,4.1,238.0, Brooklyn,NY
Subway,US,40.587419,-73.954224,"1503 Sheepshead Bay Rd, Brooklyn, NY 11235",2.0,4.1,233.0, Brooklyn,NY
McDonald's,US,43.104559,-77.53872,"3280 Monroe Ave, Rochester, NY 14618",1.0,3.7,644.0, Rochester,NY
McDonald's,US,40.715763,-74.005342,"317 Broadway, New York, NY 10007",1.0,4.0,140.0, New York,NY
McDonald's,US,40.669493,-73.986949,"289 9th St, Brooklyn, NY 11215",1.0,4.1,345.0, Brooklyn,NY
McDonald's,US,42.647323,-73.771918,"31 Holland Ave, Albany, NY 12209",1.0,3.2,1493.0, Albany,NY
McDonald's,US,43.051788,-76.073175,"3207 Erie Blvd E, Syracuse, NY 13214",1.0,3.3,1019.0, Syracuse,NY
McDonald's,US,43.052286,-78.874572,"315 Meadow Dr, North Tonawanda, NY 14120",1.0,3.3,452.0, North Tonawanda,NY
McDonald's,US,43.039404,-78.824138,"3120 Niagara Falls Blvd, Buffalo, NY 14228",1.0,3.4,765.0, Buffalo,NY
McDonald's,US,40.777408,-73.529924,"280 N Broadway, Hicksville, NY 11801",2.0,4.3,469.0, Hicksville,NY
McDonald's,US,40.71851,-74.00115699999998,"262 Canal St, New York, NY 10013",2.0,4.1,636.0, New York,NY
McDonald's,US,43.07858,-75.650915,"274 Genesee St, Oneida, NY 13421",1.0,3.6,885.0, Oneida,NY
McDonald's,US,42.921505,-78.82911700000002,"262 Grider St, Buffalo, NY 14215",1.0,3.1,1409.0, Buffalo,NY
McDonald's,US,40.982557,-73.828288,"2554 Central Park Ave, Yonkers, NY 10710",2.0,4.3,138.0, Yonkers,NY
McDonald's,US,43.208938,-77.690354,"2341 Ridge Rd W, Rochester, NY 14626",1.0,3.7,975.0, Rochester,NY
McDonald's,US,43.074814,-75.098029,"255 Carder Lane Rd, Frankfort, NY 13340",1.0,3.2,403.0, Frankfort,NY
McDonald's,US,40.598167,-73.961241,"2410 Coney Island Ave, Brooklyn, NY 11223",2.0,4.3,198.0, Brooklyn,NY
McDonald's,US,42.91523,-78.89230500000002,"241 W Ferry St, Buffalo, NY 14213",1.0,3.8,264.0, Buffalo,NY
